,Entities,Labels,Position_Start,Position_End
1513,pericarditis perimyocarditis pericardial effusion pericarditis,DISEASE,13872,13934
1514,pericardial pain,DISEASE,13953,13969
1516,pericardial effusion,DISEASE,14020,14040
1518,pericardial disorder,DISEASE,14143,14163
1520,lung cancer,DISEASE,14259,14270
1521,nsclc,DISEASE,14311,14316
1525,cardiac tamponade,DISEASE,14554,14571
1529,ventricular arrhythmia atrial fibrillation,DISEASE,14764,14806
1530,ventricular arrhythmia,DISEASE,14826,14848
1532,ventricle hispurkinje system systemic,DISEASE,14895,14932
1533,atrial fibrillation myocarditis pericarditis,DISEASE,14946,14990
1535,thyroiditis,DISEASE,15028,15039
1536,arrhythmic complication,DISEASE,15052,15075
1537,cardiac death,DISEASE,15117,15130
1538,palpitation syncope,DISEASE,15147,15166
1540,acute coronary syndrome,DISEASE,15244,15267
1545,atherosclerotic,DISEASE,15557,15572
1546,vasculitis coronary vasospasm myocarditis,DISEASE,15623,15664
1548,atherosclerotic disease,DISEASE,15841,15864
1550,vasculitis,DISEASE,16063,16073
1551,temporal arteritis,DISEASE,16155,16173
1552,cardiovascular iraes impaired vision temporal arteritis,DISEASE,16283,16338
1553,vision loss,DISEASE,16354,16365
1556,hematological malignancy,DISEASE,16596,16620
1557,adverse cardiovascular outcome,DISEASE,16627,16657
1559,b cell lymphoma dlbcl,DISEASE,17016,17037
1560,follicular lymphoma multiple myeloma,DISEASE,17060,17096
1562,hypotension,DISEASE,17245,17256
1563,cardiovascular adverse,DISEASE,17315,17337
1565,atrial fibrillation supraventricular tachycardia,DISEASE,17403,17451
1566,tachycardia hypotension heart failure,DISEASE,17498,17535
1573,tachycardia,DISEASE,18148,18159
1575,offtumor cardiotoxicity,DISEASE,18353,18376
1577,myocardial damage,DISEASE,18538,18555
1579,sepsis hypotension tachycardia,DISEASE,18622,18652
1580,septic cardiomyopathy,DISEASE,18728,18749
1590,malignancy,DISEASE,19906,19916
1597,cardiovascular symptom abnormal ecg echocardiography preexisting cvd impaired exercise tolerance proposed evaluation involves cardiooncology consultation diagnostics tailored patient risk patient cardiovascular risk factor prior,DISEASE,20618,20846
1598,cardiotoxic,DISEASE,20847,20858
1600,cardiovascular sequela,DISEASE,21062,21084
1602,hypotension tachycardia arrhythmia,DISEASE,21189,21223
1603,left ventricular systolic dysfunction,DISEASE,21228,21265
1605,atrial fibrillation atrial flutter adult car t cell patient cohort overall incidence,DISEASE,21590,21674
1608,ventricular tachycardia,DISEASE,21753,21776
1611,atrial flutter,DISEASE,21880,21894
1613,systolic dysfunction acute coronary syndrome,DISEASE,22070,22114
1624,rheumatoid arthritis,DISEASE,23201,23221
1625,cardiotoxicities,DISEASE,23456,23472
1641,critically ill covid patient chinese government february march diagnosis classification severity covid,DISEASE,1568,1670
1642,tjirb,DISEASE,2063,2068
1646,acute kidney injury aki cardiac injury acute heart failure acute liver injury,DISEASE,2854,2931
1652,disease severely critically ill,DISEASE,4952,4983
1658,shortness breath myalgia rhinorrhea anorexia nausea vomiting headache dizziness,DISEASE,5323,5402
1672,inflammationrelated,DISEASE,6373,6392
1675,fever chronic pulmonary disease,DISEASE,6733,6764
1676,acute heart failure sepsis,DISEASE,6828,6854
1677,secondary infection,DISEASE,6859,6878
1678,liver kidney function myocardial enzyme spectrum ntprobnp,DISEASE,7049,7106
1697,brain injury,DISEASE,9112,9124
1698,heart damage,DISEASE,9139,9151
1699,hemorrhaging,DISEASE,9167,9179
1705,hypertension diabetes chronic pulmonary disease,DISEASE,10181,10228
1710,covid comorbidities sepsis myocardial injury heart failure acute liver kidney injury,DISEASE,10465,10549
1714,critically ill covid patient immunecell infiltration,DISEASE,10822,10874
1715,alveolar damage small,DISEASE,10883,10904
1716,airway blockage mucus plug contribute development covid severely critically ill,DISEASE,10905,10984
1717,hypoxemia,DISEASE,11019,11028
1718,sudden death,DISEASE,11077,11089
1724,deterioration critically ill,DISEASE,12248,12276
1731,sterne,DISEASE,13052,13058
1740,viral pneumonia,DISEASE,14434,14449
1744,venous thromboembolism vte,DISEASE,14948,14974
1745,pneumonia vte,DISEASE,15016,15029
1746,pulmonary embolism vte,DISEASE,15162,15184
1748,trombosis,DISEASE,15302,15311
1750,upper gastrointestinal hemorrhage,DISEASE,15421,15454
1751,intracranial hemorrhage,DISEASE,15467,15490
1753,hemorrhagic,DISEASE,15572,15583
1763,respiratory syndrome corona virus sarscov covid rapidly,DISEASE,6,61
1764,individual infected sarscov september th million case reported,DISEASE,376,438
1765,countriesregions death,DISEASE,439,461
1766,covid john hopkins coronavirus resource center clinical presentation,DISEASE,473,541
1767,respiratory tract gastrointestinal tract cardiovascular system frequently affected,DISEASE,606,688
1768,neurologic symptom coagulopathies acute kidney failure,DISEASE,689,743
1769,hypertension diabetes mellitus obesity,DISEASE,787,825
1772,anaemia,DISEASE,2078,2085
1775,bone disorder,DISEASE,2169,2182
1777,covid death,DISEASE,2687,2698
1779,cardiac cerebral infection liver disease gastrointestinal bleeding,DISEASE,2932,2998
1780,death loss,DISEASE,3465,3475
1787,arteriovenous fistula,DISEASE,7236,7257
1793,cautiousness,DISEASE,9933,9945
1799,ischaemic heart disease,DISEASE,11862,11885
1802,covid discrepancy,DISEASE,12161,12178
1807,stroke myocardial infarction,DISEASE,13043,13071
1810,diabetes cardiovascular disease,DISEASE,14556,14587
1812,status end stage renal disease,DISEASE,14992,15022
1822,acute respiratory syndrome coronavirus sarscov main route transmission,DISEASE,130,200
1823,hyponatremia hypokalemia hypocalcemia,DISEASE,400,437
1824,hyponatremia,DISEASE,450,462
1825,inappropriate antidiuretic hormone secretion siadh viral,DISEASE,581,637
1828,deranged mental status patient intend highlight mechanism siadhinduced,DISEASE,736,806
1829,encephalopathy,DISEASE,807,821
1834,chest pain palpitation syncope complaint headache neck stiffness dizziness muscle weakness,DISEASE,1123,1213
1835,abdominal pain nausea vomiting diarrhea constipation,DISEASE,1223,1275
1836,diabetes mellitus hypertension sitagliptin,DISEASE,1313,1355
1842,hepatosplenomegaly,DISEASE,2029,2047
1843,skin lesion pedal edema,DISEASE,2069,2092
1844,tenderness,DISEASE,2098,2108
1847,pain nausea vomiting,DISEASE,2448,2468
1849,loss consciousness,DISEASE,2711,2729
1850,neurological deficit,DISEASE,2756,2776
1861,neurological deficit tazobactampiperacillin doxycycline,DISEASE,3268,3323
1864,dizziness disorientation cough,DISEASE,3451,3481
1867,disorder,DISEASE,3723,3731
1882,psychiatric disorder,DISEASE,4669,4689
1883,primary polydipsia,DISEASE,4693,4711
1888,ischemic hemorrhagic stroke,DISEASE,5009,5036
1893,anorexia nausea andor vomiting blood urea,DISEASE,5458,5499
1894,hypovolemia,DISEASE,5559,5570
1902,hypercoagulable,DISEASE,5985,6000
1904,deranged mental status covid infection,DISEASE,6091,6129
1905,respiratory syndromerelated coronavirus type sarscov infection,DISEASE,44,106
1907,end coronavirus disease,DISEASE,276,299
1909,immunemediated disease,DISEASE,1656,1678
1910,immunemediated autoimmune thrombosis,DISEASE,1730,1766
1913,vaccine adjuvantrelated syndrome,DISEASE,2309,2341
1914,autoimmuneautoinflammatory syndrome,DISEASE,2376,2411
1915,adjuvant asia syndrome syndrome,DISEASE,2420,2451
1920,course disease disease,DISEASE,3075,3097
1921,immune disease,DISEASE,4730,4744
1922,leeds,DISEASE,5134,5139
1925,arthritis,DISEASE,5488,5497
1929,immunologic disease,DISEASE,7304,7323
1930,immunemeditated disease,DISEASE,7446,7469
1932,hypersensitivity,DISEASE,7717,7733
1933,autoinflammatory disease,DISEASE,7755,7779
1934,autoimmune n autoinflammatory n mixed pattern n disorder,DISEASE,8412,8468
1935,newonset rheumatic musculoskeletal,DISEASE,8544,8578
1937,trauma,DISEASE,8684,8690
1939,vaccine adverse reaction,DISEASE,9172,9196
1941,pain,DISEASE,9224,9228
1943,newonset,DISEASE,9630,9638
1947,rheumatoid,DISEASE,9793,9803
1948,gout,DISEASE,9871,9875
1949,arthropathy,DISEASE,9888,9899
1952,vascular episode disease,DISEASE,10118,10142
1953,autoimmune connective tissue disease,DISEASE,10185,10221
1954,systemic lupus erythematosus,DISEASE,10227,10255
1955,pleuropericarditis,DISEASE,10332,10350
1956,dermatomyositis,DISEASE,10375,10390
1957,cutaneous disease myositis,DISEASE,10409,10435
1959,purpura,DISEASE,10526,10533
1960,chilblain lesion,DISEASE,10551,10567
1961,synovitis pitting edema,DISEASE,10653,10676
1963,arteritis,DISEASE,10761,10770
1964,autoimmune neurological disorder,DISEASE,10841,10873
1965,newonset myasthenia gravis,DISEASE,10880,10906
1966,multiple sclerosis,DISEASE,10974,10992
1967,neurosarcoidosis small fiber neuropathy,DISEASE,11098,11137
1969,autoinflammatory autoimmune,DISEASE,11208,11235
1974,ulcerative colitis,DISEASE,11577,11595
1975,hypereosinophilic syndrome,DISEASE,11617,11643
1979,arthritis autoimmune,DISEASE,11850,11870
1986,inflammatory disease,DISEASE,12443,12463
1988,neurological disease,DISEASE,12779,12799
1989,newonset disease,DISEASE,12863,12879
1990,inflammatory disorder,DISEASE,14133,14154
1991,arthritis nonarthritis,DISEASE,14408,14430
1993,arthritis spondyloarthropathyspectrum disease,DISEASE,14538,14583
1994,dnabased vaccine,DISEASE,14875,14891
2000,covid toe multisystem inflammatory syndrome,DISEASE,15436,15479
2002,hyperactive,DISEASE,15563,15574
2004,collateral damage organ system natural,DISEASE,15617,15655
2006,vasculitis neurological disease,DISEASE,15689,15720
2007,autoimmune disease,DISEASE,15878,15896
2010,abnormal interferonstimulated gene signature involving tlr pathway finding presence concomitant inflammatory,DISEASE,15969,16077
2012,rash,DISEASE,16099,16103
2013,chilblain erythematous lesion,DISEASE,16173,16202
2014,type vasculitis,DISEASE,16263,16278
2017,phenotype frequency disease,DISEASE,16586,16613
2020,dermatomyositis rash,DISEASE,16912,16932
2021,chilblain,DISEASE,17004,17013
2022,autoimmune myositis,DISEASE,17027,17046
2023,pattern disease adultonset,DISEASE,17183,17209
2024,orofacial allergic reaction,DISEASE,17408,17435
2025,palsy swelling lip face tongue,DISEASE,17451,17481
2026,anaphylaxis,DISEASE,17493,17504
2037,death disease,DISEASE,180,193
2052,diabetes chronic kidney disease,DISEASE,3364,3395
2061,heart failure diabetes chronic kidney disease,DISEASE,4309,4354
2067,hypertension hypertensive,DISEASE,5546,5571
2068,obesity cardiovascular disease,DISEASE,5623,5653
2069,lung disease diabetes dyslipidemia,DISEASE,5662,5696
2075,dyspnoea,DISEASE,6089,6097
2076,cough n fatigue,DISEASE,6100,6115
2078,peripheral oedema,DISEASE,6302,6319
2079,hypertensive,DISEASE,6343,6355
2086,n greater number death,DISEASE,7405,7427
2134,hypertension death,DISEASE,14182,14200
2137,cardiac kidney disease,DISEASE,15082,15104
2139,heart failure arrythmias chronic kidney disease,DISEASE,15332,15379
2142,cough dyspnoea,DISEASE,15750,15764
2163,obesity diabetes chronic kidney disease heart failure,DISEASE,18304,18357
2164,httpcreativecommons orglicensesby,DISEASE,18847,18880
2166,covid extend pneumonia critically ill,DISEASE,43,80
2170,covid acute respiratory distress syndrome,DISEASE,920,961
2172,venous thrombosis,DISEASE,1215,1232
2174,cardiac detect pulmonary embolism,DISEASE,1579,1612
2175,multiorgan,DISEASE,1672,1682
2176,critically ill andor covid patient aim investigate diagnostic accuracy multiorgan pocuslung deep vein cardiacseparately combination detection pe critically ill,DISEASE,1722,1881
2180,thrombus,DISEASE,4694,4702
2183,critically ill covid patient singleorgan pocus modality low sensitivity helpful ruling pe subpleural consolidation hardly useful detection pe dvt good specificity pe detection obviates need ctpa rv similar diagnostic accuracy setting despite concomitant ards mechanical ventilation multiorgan pocus good sensitivity pe role ruling pe found poor diagnostic accuracy subpleural consolidation detection pe critically ill,DISEASE,6279,6696
2185,atelectasis inflammation,DISEASE,7314,7338
2186,covid pneumonia,DISEASE,7348,7363
2189,embolus,DISEASE,7760,7767
2193,endothelial injury stasisturbulence blood flow,DISEASE,8243,8289
2196,venous thromboembolism,DISEASE,8778,8800
2203,abdominal pain gastrointestinal cutaneous symptom hemodynamic alteration,DISEASE,165,237
2207,abnormal increase ill child cardiac dysfunction,DISEASE,765,812
2208,covid critically ill,DISEASE,997,1017
2212,hypoperfusion,DISEASE,1747,1760
2214,cardiac dysfunction,DISEASE,1923,1942
2224,appendicitis,DISEASE,2991,3003
2225,lymphadenitis,DISEASE,3098,3111
2226,peritoneal effusion pelvic fluid,DISEASE,3117,3149
2229,conjunctivitis,DISEASE,3203,3217
2230,meningitis,DISEASE,3299,3309
2232,shock hypotension,DISEASE,3344,3361
2238,acute kidney injury,DISEASE,3760,3779
2239,cardiac dysfunction hypotension,DISEASE,4028,4059
2246,abdominal pain cardiac dysfunction,DISEASE,5170,5204
2250,cardiac dysfunction shock,DISEASE,5445,5470
2257,overload considered stage disease,DISEASE,5865,5898
2266,tunisian small cluster admission critically ill,DISEASE,6624,6671
2268,infected number household transmission,DISEASE,342,380
2274,cough runny nose sore throat shortness breath,DISEASE,2478,2523
2275,taste smell nausea diarrhoea fatigue,DISEASE,2529,2565
2276,pain headache,DISEASE,2577,2590
2279,primary secondary schoolage child young adult parent young child older adult,DISEASE,4732,4808
2287,cough loss,DISEASE,8357,8367
2291,loss taste smell,DISEASE,9240,9256
2300,cough fever loss,DISEASE,11373,11389
2308,respiratory syndrome coronavirus sarscov,DISEASE,115,155
2315,acute respiratory syndrome coronavirus sarscov sarscov enveloped,DISEASE,1311,1375
2318,nasopharyngeal oropharyngeal swab,DISEASE,2077,2110
2324,labor,DISEASE,6032,6037
2330,heidelberg augsburg berlin sitespecific calculation,DISEASE,9466,9517
2343,respiratory syndrome coronavirus,DISEASE,11315,11347
2344,heidelberg,DISEASE,11788,11798
2345,heidelberg outpatient disease,DISEASE,11990,12019
2347,immunodeficiency associated endstage renal disease,DISEASE,12591,12641
2354,infection cascade sarscov infected,DISEASE,15998,16032
2358,mural thrombus,DISEASE,0,14
2359,aneurysm atherosclerotic lesion,DISEASE,49,80
2360,thrombotic,DISEASE,112,122
2361,ischemic stroke acute myocardial infarction,DISEASE,129,172
2362,arterial embolism,DISEASE,184,201
2363,thrombus nonaneurysmal nonatherosclerotic,DISEASE,208,249
2365,swelling,DISEASE,402,410
2368,hypertension diabetes mellitus dyslipidemia,DISEASE,697,740
2372,block coronary ostium coronary ischemia,DISEASE,1110,1149
2378,atherosclerotic lesion,DISEASE,2628,2650
2379,white thrombus,DISEASE,2729,2743
2381,mural thrombus nonaneurysmal nonatherosclerotic aa extremely rare reported significant sign aortic,DISEASE,2938,3036
2382,atherosclerosis,DISEASE,3037,3052
2393,hematoma atherosclerosis,DISEASE,3754,3778
2396,gastrointestinal perforation,DISEASE,4223,4251
2401,embolism thrombus,DISEASE,4827,4844
2405,pedunculated thrombus,DISEASE,5076,5097
2410,circulatory arrest,DISEASE,5400,5418
2420,embolic complication,DISEASE,6129,6149
2422,acute respiratory syndrome coronavirus sarscov recognized pathogen novel,DISEASE,112,184
2429,type common digestive system cancer breast cancer thyroid cancer,DISEASE,783,847
2430,urinary system cancer,DISEASE,848,869
2431,tumor hematologic malignancy sarcoma head neck cancer cancer,DISEASE,884,944
2432,diabetes hypertension cardiovascular disease,DISEASE,1014,1058
2434,copd fever,DISEASE,1097,1107
2435,cough myalgia,DISEASE,1149,1162
2441,covid alive cancer,DISEASE,1356,1374
2444,cancer p age comorbidities,DISEASE,1498,1524
2447,thrombocytopenia leukocytosis cancer,DISEASE,1619,1655
2453,laboratory abnormality noncancer,DISEASE,2061,2093
2455,death noncancer,DISEASE,2258,2273
2457,cancer type comorbidities symptom anticancer treatment table addition t lymphocyte b lymphocyte t helper th cell t suppressor t cell diminished,DISEASE,2459,2602
2459,death cancer,DISEASE,2651,2663
2461,decreased cancer,DISEASE,2831,2847
2463,covid cancer,DISEASE,2986,2998
2471,thrombocytopenia,DISEASE,3513,3529
2474,noncancer,DISEASE,3716,3725
2476,covid patient cancer,DISEASE,3948,3968
2480,cancer cancer,DISEASE,4144,4157
2482,hematologic malignancy dyspnea,DISEASE,4233,4263
2487,cancer type heterogeneity aging cancer,DISEASE,4596,4634
2489,impairment cancer,DISEASE,4734,4751
2493,pulmonary inflammation,DISEASE,5500,5522
2494,respiratory failure sars patient merscov,DISEASE,5523,5563
2499,illness cancer,DISEASE,6014,6028
2505,organ dysfunction syndrome cancer,DISEASE,7263,7296
2509,fever cough expectoration,DISEASE,8259,8284
2518,aspergillosis,DISEASE,9,22
2520,neutropenia,DISEASE,155,166
2523,febrile,DISEASE,945,952
2527,bacterial infection,DISEASE,2737,2756
